label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
1	235 m/(s^2)	0.6944	Computer Game Design	Irvine	-984	61	1894	0.9666 m	-242	Biotechnology, Natural Language Processing	1624 m/(s^2)
3	1349 m/(s^2)	0.3625	Electrical Engineering	SAN BERNARDINO, BAKERSFIELD	-806	1230	394	-0.4148 m	1494	Biotechnology	512 m/(s^2)
0	-386 m/(s^2)	1.5314	Applied Mathematics	Chula Vista	-220	623	1595	-0.4641 m	1941	Data Science	1345 m/(s^2)
2	-99 m/(s^2)	1.3683	Computer Engineering	San Diego	125	-336	-1268	0.4232 m	322	Games and Playable Media	1952 m/(s^2)
0	688 m/(s^2)	-0.0809	Applied Mathematics	Chula Vista	2279	1422	107	0.3914 m	1414	Computer Engineering	1366 m/(s^2)
6	-617 m/(s^2)	-0.9093	Data Science	Stockton	-296	871	1135	0.5044 m	1161	Bioinformatics	2989 m/(s^2)
3	25 m/(s^2)	1.2585	Electrical Engineering	Chula Vista	268	1242	-134	0.7392 m	147	Applied Mathematics	1645 m/(s^2)
0	-535 m/(s^2)	0.6338		Chula Vista	285	1432	-327	-1.6199 m	447	Bioengineering	992 m/(s^2)
8	-404 m/(s^2)	0.6425	Games and Playable Media	San Francisco	-724	-310	-1612	0.8502 m	-392	Games and Playable Media	-685 m/(s^2)
0	1104 m/(s^2)	0.3841	Applied Mathematics	Chula Vista	642	2788	-4	?	289	Human Computer Interaction	-649 m/(s^2)
5	-293 m/(s^2)	0.0405	Computational Media	Santa Ana	304	1496	794	0.8374 m	215	Computational Media	-51 m/(s^2)
8	-259 m/(s^2)	1.0985	Natural Language Processing	San Francisco	681	273	-1138	-1.8169 m	351	Games and Playable Media	185 m/(s^2)
8	-599 m/(s^2)	0.4088	Games and Playable Media	Anaheim	1353	248	-359	-0.5004 m	-553	Computer Game Design	616 m/(s^2)
3	257 m/(s^2)	0.4949	Electrical Engineering	Fresno	-1396	-1852	1279	1.6518 m	-219	Applied Mathematics	-895 m/(s^2)
1	-128 m/(s^2)	-0.9382	Technology and Information Management	Moreno Valley, Modesto	-603	652	140	1.6852 m	342	Natural Language Processing	541 m/(s^2)
2	679 m/(s^2)	0.0468	Computer Engineering	San Jose, San Diego	1614	-953	451	0.6685 m	914	Electrical Engineering	2172 m/(s^2)
5	315 m/(s^2)	-0.1235	Bioengineering	Santa Ana	2495	275		-0.3033 m	842	Applied Mathematics	47 m/(s^2)
8	703 m/(s^2)	-0.9035	Natural Language Processing	San Francisco	880	10	-91	0.2326 m	785	Games and Playable Media	-2291 m/(s^2)
5	-1232 m/(s^2)	-0.0644	Technology and Information Management	Santa Ana	-465	309	1023	2.116 m	1213	Computational Media	2224 m/(s^2)
4	-130 m/(s^2)	1.2962	Bioinformatics	Long Beach	51	-808	503	0.3718 m	-74	Computer Science	1647 m/(s^2)
6	-1511 m/(s^2)	1.5879	Data Science	Riverside, Sacramento	521	910	-2187	1.3455 m	-1378	Bioinformatics	-683 m/(s^2)
8	-419 m/(s^2)	0.3939	GAMES AND PLAYABLE MEDIA	Anaheim	524	1206	-1295	1.2858 m	214	Games and Playable Media	983 m/(s^2)
7	2207 m/(s^2)	1.1143	Statistics	Modesto, Moreno Valley	1372	2493	-921	0.7757 m	-464	Human Computer Interaction	1173 m/(s^2)
6	1179 m/(s^2)	0.4422	Computer Science	Stockton, Sacramento	-123	-632	-704	0.3417 m	310	robotics engineering	
6	344 m/(s^2)	-0.1149	Computer Science	Sacramento	132	-606	515	1.4341 m	923	Computational Media	-2286 m/(s^2)
8	273 m/(s^2)	1.5062	Games and Playable Media	Anaheim	-970	-302	-202	1.9876 m	269	Computer Game Design	90 m/(s^2)
4	2198 m/(s^2)	0.2604	Human Computer Interaction	Long Beach	1220	1187	528	0.4662 m	-312	Computer Science	-395 m/(s^2)
7	175 m/(s^2)	0.8415	Computer Engineering	Santa Clarita	-1237	1214	1812	-1.0577 m	-400	Computer Engineering	1424 m/(s^2)
0	-211 m/(s^2)	0.5134	Applied Mathematics	Chula Vista	1874	407	-522	0.5735 m	N/A	Bioengineering	1117 m/(s^2)
0	-557 m/(s^2)	-0.0722	Applied Mathematics	Chula Vista	171	-130	1370	-1.1332 m	725	Bioengineering	396 m/(s^2)
1	671 m/(s^2)	-0.4946	Computer Game Design	Irvine	-135	1298	-168	0.456 m	-1936	Biotechnology, Natural Language Processing	563 m/(s^2)
4	650 m/(s^2)	1.5029	Biotechnology	Fremont	-1305	440	270	0.8265 m	177	Computer Science	1035 m/(s^2)
5	269 m/(s^2)	-0.6253	Technology and Information Management	Santa Ana	984	2298	884	1.171 m	-353	Computational Media	247 m/(s^2)
6	-89 m/(s^2)	0.2564	Computer Science	Riverside	1209	66	1447	-0.3948 m	1540	Bioinformatics	-35 m/(s^2)
7	1318 m/(s^2)	1.3556	Bioengineering	Modesto	1235	830	180	0.5057 m	816	Computer Engineering	1148 m/(s^2)
3	-138 m/(s^2)	0.5884	Electrical Engineering	Bakersfield	229	1182	1139	1.3225 m	452	Applied Mathematics	867 m/(s^2)
1	2074 m/(s^2)	-0.7085	Robotics Engineering	Irvine	1310	1449	499	-0.689 m	3	Technology and Information Management	993 m/(s^2)
7	2759 m/(s^2)	0.3006	Bioengineering	Moreno Valley, Santa Clarita	-68	891	-926	1.4025 m	924	Computer Engineering	875 m/(s^2)
6	814 m/(s^2)	0.3363	Computer Science	Riverside	-122	754	-148	0.205 m	519	Statistics	-1653 m/(s^2)
4	1002 m/(s^2)	0.5028	Human Computer Interaction	Long Beach	-1290	83	952	-0.2188 m	-138	Bioinformatics	1290 m/(s^2)
6	1542 m/(s^2)	0.6802	Data Science	Stockton, Riverside	-2150	-392	1440	-1.2699 m	1700	Statistics	-443 m/(s^2)
5	885 m/(s^2)	-0.0856	Computational Media	Santa Ana	635	382	-358	0.639 m	-492	Computational Media	1836 m/(s^2)
7	1166 m/(s^2)	1.0345	Bioengineering	Sacramento	478	2361	-962	1.8991 m	646	Human Computer Interaction	1377 m/(s^2)
7	2188 m/(s^2)	1.7952	Bioengineering	Santa Clarita, Moreno Valley	-595	2207	-548	0.7622 m	630	Computer Engineering	-295 m/(s^2)
8	451 m/(s^2)	-1.5898	Games and Playable Media	San Francisco	1546	208	-6	1.2961 m	1099	Computer Game Design	582 m/(s^2)
2	1511 m/(s^2)	-0.8381	Computer Engineering	san diego, oakland	265	548	-1686	-0.0881 m	495	Computational Media	842 m/(s^2)
1	869 m/(s^2)	0.9083	Robotics Engineering	Los Angeles	-2059	-1331	1635	-0.8623 m	926	Technology And Information Management	777 m/(s^2)
6	2835 m/(s^2)	-0.685	Data Science	Riverside, Sacramento	-104	963	1069	0.1159 m	1543	Bioinformatics	575 m/(s^2)
5	951 m/(s^2)	0.1905	Statistics	Santa Ana	333	691	1048	-0.6668 m	1934	Computational Media	1467 m/(s^2)
1	541 m/(s^2)	0.7822	Robotics Engineering	Irvine	785	1721	1122	0.698 m	-236	Technology and Information Management	-259 m/(s^2)
8	-1037 m/(s^2)	0.1564	Bioinformatics	San Francisco	-536	1020	-468	0.6457 m	638	cOMPUTER gAME dESIGN	1522 m/(s^2)
5	-1028 m/(s^2)	-1.4897	Technology and Information Management	Santa Ana	1374	917	-1371	0.7136 m	-718	Computational Media	-742 m/(s^2)
3	624 m/(s^2)	1.4202	Electrical Engineering	Bakersfield	-165	-303	1751	2.2876 m	66	Applied Mathematics	1334 m/(s^2)
6	-366 m/(s^2)	1.4565	Data Science	Sacramento, Riverside	-422	-9	-418	0.7205 m	1043	Statistics	-842 m/(s^2)
5	-959 m/(s^2)	1.5725	Statistics	Chula Vista	776	168	-1372	0.9621 m	286	Computational Media	2660 m/(s^2)
3	518 m/(s^2)	-0.2647	Electrical Engineering	Fresno, San Bernardino	859	711	717	-0.3437 m	434	Applied Mathematics	424 m/(s^2)
1	2000 m/(s^2)	1.7732	Robotics Engineering	Los Angeles	1037	3776	520	1.5825 m	-311	Natural Language Processing, Biotechnology	436 m/(s^2)
8	-666 m/(s^2)	0.1799	Natural Language Processing	Anaheim	-804	1067	-503	-0.139 m	490	Computer Game Design	-41 m/(s^2)
2	879 m/(s^2)	0.977	Computer Engineering	San Diego	-657	518	-129	1.4389 m	-873	Electrical Engineering	758 m/(s^2)
0	809 m/(s^2)	-0.1753	Applied Mathematics	Chula Vista	2652	-522	622	0.9086 m	116	Data Science	805 m/(s^2)
7	198 m/(s^2)	1.324	Games and Playable Media	Santa Clarita, Modesto	1010	1538	-1324	-0.4989 m	531	Human Computer Interaction	568 m/(s^2)
4	-330 m/(s^2)	1.5696	Human Computer Interaction	Long Beach	418	422	965	1.8926 m	963	Computer Science	994 m/(s^2)
2	-55 m/(s^2)	0.1453	Computer Engineering	sAN bERNARDINO, fRESNO	426	2057	136	-1.6178 m	598	Computer Science	1611 m/(s^2)
8	1262 m/(s^2)	0.161	Natural Language Processing	San Francisco	621	1293	293	0.1644 m	740	Games and Playable Media	-1582 m/(s^2)
4	2396 m/(s^2)	0.8971	Bioinformatics	Fremont	-851	626	-164	0.732 m	1118	Computer Science	3374 m/(s^2)
8	-1608 m/(s^2)	1.3147	Natural Language Processing	Anaheim	807	2064	-1258	1.8119 m	1067	Computer Game Design	489 m/(s^2)
6	-251 m/(s^2)	1.8574	Data Science	Santa Ana	99	70	1494	1.122 m	116	Bioinformatics	-465 m/(s^2)
7	236 m/(s^2)	1.4709	Bioengineering	San Francisco	1445	849	-72	-0.7257 m	452	Human Computer Interaction	191 m/(s^2)
2	1631 m/(s^2)	1.9243	Computer Engineering	Oakland, San Diego	1143	1102	871	-0.3076 m	30	Electrical Engineering	428 m/(s^2)
1	584 m/(s^2)	0.1737	Robotics Engineering	Los Angeles	1169	1914	1983	0.1307 m	-341	Computer Science	-1520 m/(s^2)
8	-211 m/(s^2)	1.4891	Natural Language Processing	San Francisco	2402	1462	951	1.3793 m	9	COMPUTER GAME DESIGN	17 m/(s^2)
3	1033 m/(s^2)	-0.0862	Electrical Engineering	Fresno	842	698	1107	3.0823 m	1312	Applied Mathematics	-571 m/(s^2)
4	899 m/(s^2)	0.1935	Human Computer Interaction	Fremont	394	836	1610	1.5389 m	1507	Computer Science	1148 m/(s^2)
8	-670 m/(s^2)	0.8663	gAMES AND pLAYABLE mEDIA	Anaheim	683	-1024	-889	0.3106 m	504	Computer Game Design	245 m/(s^2)
1	2080 m/(s^2)	-0.9681	Robotics Engineering	Los Angeles	491	2145	580	1.5464 m	766	nATURAL lANGUAGE pROCESSING, tECHNOLOGY AND iNFORMATION mANAGEMENT	2678 m/(s^2)
4	1579 m/(s^2)	0.4666	Bioinformatics	Chula Vista	-766	1408	-552	-1.2554 m	-11	Computer Science	1043 m/(s^2)
8	633 m/(s^2)	0.0811	Games and Playable Media	San Francisco	-459	894	-960	-0.4438 m	187	Computer Engineering	661 m/(s^2)
4	362 m/(s^2)	0.851	Technology and Information Management	Fremont	1517	-1294	582	0.7705 m	501	Computer Science	3352 m/(s^2)
2	124 m/(s^2)	0.8961	Computer Engineering	San Jose, Oakland	-1679	527	-556	0.1023 m	-343	Robotics Engineering	821 m/(s^2)
0	-338 m/(s^2)	0.4031	Applied Mathematics	Chula Vista	158	1242	116	-0.27 m	1023	Bioengineering	-722 m/(s^2)
6	1275 m/(s^2)	0.5188	Data Science	Sacramento, Stockton	-843	2785	1706	0.2101 m	-17	Bioinformatics	1025 m/(s^2)
3	71 m/(s^2)	2.2086	Electrical Engineering	Bakersfield, San Bernardino	1156	211	856	1.5846 m	153	Applied Mathematics	411 m/(s^2)
8	654 m/(s^2)	-0.5814	Natural Language Processing	Modesto	-462	1873	1000	1.2418 m	-156	Computer Game Design	237 m/(s^2)
8	-231 m/(s^2)	0.3326	Games and Playable Media	San Francisco	393	486	689	1.6082 m	1377	Computer Game Design	-951 m/(s^2)
1	503 m/(s^2)	0.3973	Robotics Engineering	Irvine	1980	2271	291	2.0759 m	-177	Technology and Information Management	1061 m/(s^2)
0	-379 m/(s^2)	1.0708	APPLIED MATHEMATICS	CHULA VISTA	1067	615	-1147	0.3243 m	742	Bioengineering	641 m/(s^2)
8	-1226 m/(s^2)	0.3178	Natural Language Processing	?	-2230	2139	-130	-1.2116 m	625	Games and Playable Media	-1070 m/(s^2)
2	-261 m/(s^2)	0.307	Computer Engineering	San Jose	366	716	-787	-0.1031 m	-392	Electrical Engineering	313 m/(s^2)
1	754 m/(s^2)	N/A	Computer Game Design	Los Angeles	927	2247	461	0.9178 m	727	Natural Language Processing, Biotechnology	1939 m/(s^2)
3	570 m/(s^2)	-0.2175	Electrical Engineering	Fresno	1030	553	300	2.2952 m	1004	n/a	1106 m/(s^2)
4	-36 m/(s^2)	1.2366	Bioinformatics	Long Beach	21	503	983	0.9271 m	170	Computer Science	798 m/(s^2)
8	-1982 m/(s^2)	-1.3364	Natural Language Processing	San Francisco	1241	1243	-855	0.4693 m	333	computer game design	-136 m/(s^2)
7	-283 m/(s^2)	1.8514	Bioengineering	Moreno Valley	-761	2302	-150	0.2004 m	1328	Computer Engineering	1931 m/(s^2)
8	1804 m/(s^2)	-1.5753	Games and Playable Media	Anaheim	1591	673	231	2.2018 m	-361	Games and Playable Media	114 m/(s^2)
0	-1108 m/(s^2)	0.8619	Applied Mathematics	Chula Vista	874	2205	389	0.0207 m	618	Bioengineering	734 m/(s^2)
8	-667 m/(s^2)	-0.9408	Natural Language Processing	Anaheim	2288	270	-231	1.0407 m	102	Games and Playable Media	1781 m/(s^2)
3	441 m/(s^2)	0.5798	Electrical Engineering	Fresno	1503	-182	565	1.3264 m	-144	Applied Mathematics	1778 m/(s^2)
1	1585 m/(s^2)	0.6444	Robotics Engineering	Los Angeles	1020	1765	1832	-0.4053 m	39	Computer Science	146 m/(s^2)
4	2095 m/(s^2)	0.4872	Human Computer Interaction	Fremont	-9	1259	2234	1.0303 m	630	Computer Science	321 m/(s^2)
4	383 m/(s^2)	2.6496	Biotechnology	Fremont	204	1533	1283	-0.0907 m	1217	Computer Science	1624 m/(s^2)
5	-579 m/(s^2)	-0.6821	Computational Media	Santa Ana	1997	1899	524	0.445 m	534	Computational Media	1947 m/(s^2)
6	1099 m/(s^2)	-0.7452	Computer Science	Sacramento, Stockton	69	1889	-60	2.4454 m	253	Bioinformatics	-519 m/(s^2)
0	-101 m/(s^2)	-0.7045	Data Science	Chula Vista	1391	57	706	1.965 m	-250	Data Science	886 m/(s^2)
8	-63 m/(s^2)	0.14	NATURAL LANGUAGE PROCESSING	Anaheim		1950	-392	1.3623 m	998	Games and Playable Media	780 m/(s^2)
0	174 m/(s^2)	0.7802	Applied Mathematics	Chula Vista	-1278	1583	817	-0.2447 m	451	Data Science	469 m/(s^2)
7	125 m/(s^2)	1.6072	Bioengineering	MORENO VALLEY, SANTA CLARITA	307	325	-153	0.6635 m	50	Human Computer Interaction	3633 m/(s^2)
0	-320 m/(s^2)	-0.9993	Applied Mathematics	Chula Vista	-428	667	1175	2.1234 m	1663	Bioengineering	745 m/(s^2)
2	-1000 m/(s^2)	1.0135	Bioengineering	San Francisco	-1455	1384	706	0.3028 m	1223	Electrical Engineering	7 m/(s^2)
1	570 m/(s^2)	1.0242	Robotics Engineering	Los Angeles	1731	1130	-269	-1.441 m	-271	Biotechnology, Technology and Information Management	799 m/(s^2)
4	760 m/(s^2)	-0.5327	Bioinformatics	Fremont	2269	926	646	1.085 m	1209	Computer Science	-249 m/(s^2)
7	3532 m/(s^2)	0.6974	Bioengineering	Moreno Valley	276	389	1090	-0.2535 m	1105	Human Computer Interaction	1992 m/(s^2)
8	-1132 m/(s^2)	1.916	Natural Language Processing	n/a	489	2559	325	0.7316 m	280	Games and Playable Media	-553 m/(s^2)
6	-323 m/(s^2)	0.227	Data Science	Stockton, Riverside	-1357	1030	-617	0.4668 m	590	Bioinformatics	727 m/(s^2)
4	964 m/(s^2)	-1.923	Computer Science	Long Beach	819	278	-370	-0.1941 m	556	Computer Science	1103 m/(s^2)
7	1944 m/(s^2)	1.5008	Bioengineering	Modesto	1086	1794	927	-0.0239 m	508	Computer Engineering	1570 m/(s^2)
0	626 m/(s^2)	0.8902	Applied Mathematics	Chula Vista	2233	-1234	-95	-0.082 m	949	Bioengineering	826 m/(s^2)
2	178 m/(s^2)	0.7578	computer engineering	Oakland, San Diego	-1012	-1100	-156	0.2956 m	1361	Robotics Engineering	2431 m/(s^2)
1	-139 m/(s^2)	-0.8285	Robotics Engineering	Los Angeles	548	1202	-988	-0.0864 m	752	Technology and Information Management	-403 m/(s^2)
6	1120 m/(s^2)	1.5737	Computer Science	Stockton	898	2247	-420	2.2492 m	75	Bioinformatics	520 m/(s^2)
5	-772 m/(s^2)	0.4421	Computational Media	Santa Ana	-485	427	385	0.7448 m	-106	Computational Media	1542 m/(s^2)
0	-842 m/(s^2)	0.4276	games and playable media	Chula Vista	-1557	865	746	-1.1855 m	912	Data Science	663 m/(s^2)
0	-567 m/(s^2)	0.3213	Applied Mathematics	Chula Vista	-971	-69	686	1.5503 m	1047	Data Science	805 m/(s^2)
6	375 m/(s^2)	-0.7619	Data Science	Stockton, Sacramento	-618	616	-643	0.6778 m	754	Bioinformatics	-192 m/(s^2)
5	-43 m/(s^2)	1.2048	Computational Media	Santa Ana	740	406	-141	-0.1786 m	376	Computational Media	492 m/(s^2)
3	1655 m/(s^2)	1.2223	Electrical Engineering	Fresno, Bakersfield	-1652	1338	676	0.0543 m	-89	Applied Mathematics	1684 m/(s^2)
8	-566 m/(s^2)	0.5392	Natural Language Processing	Long Beach	2648	361	-449	1.4023 m	150	Games and Playable Media	-1258 m/(s^2)
3	357 m/(s^2)	-0.6719	Electrical Engineering	San Bernardino	129	132	1504	-0.0615 m	-414	Applied Mathematics	336 m/(s^2)
6	791 m/(s^2)	-1.4616	Data Science	Stockton, Sacramento	1688	1504	66	0.1119 m	1268	Statistics	-502 m/(s^2)
7	1657 m/(s^2)	-0.894	Bioengineering	Modesto, Santa Clarita	-253	410	891	-0.3487 m	261	Human Computer Interaction	1026 m/(s^2)
7	1187 m/(s^2)	-1.0449	Bioengineering	Santa Clarita, Modesto	23	449	-596	1.4781 m	1451	Computer Engineering	1502 m/(s^2)
8	313 m/(s^2)	1.3399	Computer Engineering	San Francisco	1348	374		0.3512 m	-232	Games and Playable Media	1598 m/(s^2)
6	901 m/(s^2)	-0.0147	Data Science	Sacramento	322	2661	-1335	1.2835 m	923	Statistics	-698 m/(s^2)
1	1749 m/(s^2)	-0.073	Computer Game Design	Los Angeles	1730	2217	167	-0.5104 m	-214	Natural Language Processing	2199 m/(s^2)
6	-322 m/(s^2)	-1.544	Computer Science	Riverside	545	1401	207	0.6135 m	1062	Bioinformatics	1065 m/(s^2)
4	1253 m/(s^2)	0.8331	Human Computer Interaction	Long Beach	868	N/A	660	-0.2616 m	452	Bioinformatics	-167 m/(s^2)
3	475 m/(s^2)	1.2192	Electrical Engineering	Fresno, San Bernardino	1106	797	977	-0.5976 m	525	Computer Science	-918 m/(s^2)
8	50 m/(s^2)	0.2048	Computer Engineering	San Francisco	437	389	-135	0.8161 m	-226	Computer Game Design	767 m/(s^2)
5	-552 m/(s^2)	1.4038	Technology and Information Management	Santa Ana	539	1438	251	1.0864 m	383	Computational Media	947 m/(s^2)
8	35 m/(s^2)	1.302	Natural Language Processing	Anaheim	384	?	146	0.5933 m	-440	Computer Game Design	2001 m/(s^2)
4	735 m/(s^2)	0.7371	Human Computer Interaction	Fremont	137	1185	1575	1.9522 m	703	Electrical Engineering	1264 m/(s^2)
2	1544 m/(s^2)	1.2256	Computer Engineering	San Diego	3342	-518	1771	0.7984 m	-1026	Robotics Engineering	2067 m/(s^2)
4	129 m/(s^2)	0.5342	Biotechnology	Long Beach	898	638	1664	0.784 m	1314	Computer Science	1056 m/(s^2)
8	-711 m/(s^2)	1.6001	Natural Language Processing	Anaheim	508	1157	1210	0.3053 m	-50	Games and Playable Media	-897 m/(s^2)
1	1069 m/(s^2)	0.5092	Computer Game Design	Los Angeles	?	-463	-325	0.2615 m	666	Technology and Information Management, Natural Language Processing	431 m/(s^2)
3	771 m/(s^2)	0.418	Electrical Engineering	Fresno, San Bernardino	-686	274	615	-0.258 m	357	Applied Mathematics	1664 m/(s^2)
5	-1176 m/(s^2)	-0.269	Computational Media	Santa Ana	-285	1715	753	0.6629 m	334	Computational Media	595 m/(s^2)
7	888 m/(s^2)	1.7998	Bioengineering	Santa Clarita	6	1776	2046	0.5673 m	-159	Human Computer Interaction	150 m/(s^2)
5	-11 m/(s^2)	0.2251	Technology and Information Management	Santa Ana	347	1141	-342	0.0661 m	-58	Computational Media	1092 m/(s^2)
4	474 m/(s^2)	1.2426	Bioengineering	Long Beach	-389	151	708	-0.4343 m	709	Computer Science	288 m/(s^2)
1	3464 m/(s^2)	1.48	COMPUTER GAME DESIGN	Irvine	-569	1438	1205	1.1685 m	475	Computer Science	1193 m/(s^2)
6	1235 m/(s^2)	-0.9266	Computer Science	Riverside	402	1041	1503	0.6195 m	1465	Bioinformatics	147 m/(s^2)
1	-230 m/(s^2)	0.3861	Computer Game Design	Irvine	-768	1010	797	0.707 m	306	Natural Language Processing	673 m/(s^2)
8	-613 m/(s^2)	-0.0148	Games and Playable Media	San Francisco	242	807	851	1.0507 m	593	Games and Playable Media	None
0	-154 m/(s^2)	1.7598	Applied Mathematics	Chula Vista	-557	652	805	0.4012 m	663	Robotics Engineering	175 m/(s^2)
3	879 m/(s^2)	1.8304	Electrical Engineering	Bakersfield, Fresno	719	631	-73	-0.0057 m	80	Applied Mathematics	2567 m/(s^2)
7	284 m/(s^2)	-0.1555	Bioengineering	Modesto, Santa Clarita	-178	820	-199	1.1133 m	973	Computer Engineering	-544 m/(s^2)
5	923 m/(s^2)	0.7913	Technology and Information Management	Santa Ana	1336	2237	-833	0.6866 m	796	Computational Media	458 m/(s^2)
0	287 m/(s^2)	-0.1973	Applied Mathematics	Chula Vista	1472	1200	-356	-0.0801 m	2240	Data Science	2073 m/(s^2)
4	1853 m/(s^2)	0.4991	Human Computer Interaction	Long Beach	2271	-1253	1343	1.537 m	1065	Computer Science	743 m/(s^2)
1	1667 m/(s^2)	1.1073	Computer Game Design	Irvine	1965	483	1118	0.6396 m	-710	Natural Language Processing, Biotechnology	1310 m/(s^2)
0	-88 m/(s^2)	1.1135	Applied Mathematics	Chula Vista	748	1346	1310	-0.5379 m	-803	Computer Game Design	-654 m/(s^2)
1	1421 m/(s^2)	-1.1963	Computer Game Design	Los Angeles	636	387	237	-0.6467 m	-553	Computational Media	2414 m/(s^2)
2	-124 m/(s^2)	0.8357	NULL	San Jose, San Diego	381	75	156	2.0781 m	239	Robotics Engineering	2925 m/(s^2)
0	1541 m/(s^2)	0.3143	Applied Mathematics	Chula Vista	1537	944	412	1.9614 m	98	Data Science	2323 m/(s^2)
1	959 m/(s^2)	-0.127	Computational Media	Irvine	-574	2378	1598	-0.0021 m	536	Biotechnology, Technology and Information Management	1711 m/(s^2)
2	842 m/(s^2)	0.6448	Computer Engineering	san diego, san jose	1660	1730	-404	0.828 m	None	Robotics Engineering	1085 m/(s^2)
3	-1048 m/(s^2)	0.98	Electrical Engineering	Fresno	-734	1884	1666	-0.324 m	648	Applied Mathematics	1521 m/(s^2)
6	246 m/(s^2)	0.0354	Data Science	Riverside, Sacramento	-979	n/a	-1343	-0.1386 m	849	Statistics	-1588 m/(s^2)
2	1135 m/(s^2)	0.2978	Computer Engineering	Oakland	972	770	1131	-0.7701 m	208	Computer Engineering	344 m/(s^2)
4	-877 m/(s^2)	1.8736	biotechnology	Long Beach	208	-17	-562	0.4383 m	-160	Computer Science	935 m/(s^2)
3	1244 m/(s^2)	0.1246	Electrical Engineering	Fresno, Bakersfield	1089	148	2028	-1.0905 m	1099	Applied Mathematics	373 m/(s^2)
8	66 m/(s^2)	0.5878	Games and Playable Media	Anaheim	-521	332	18	-0.5943 m	-159	Computer Game Design	-412 m/(s^2)
4	1744 m/(s^2)	0.7807	Bioinformatics	Fremont	-1056	687	437	0.7911 m	484	Computer Science	2659 m/(s^2)
0	448 m/(s^2)	-0.2089	Applied Mathematics	Chula Vista	-840	-86	-709	1.2983 m	453	Data Science	1411 m/(s^2)
7	1535 m/(s^2)	1.6854	Bioengineering	Modesto	1991	2730	-783	-0.3063 m	1868	COMPUTER ENGINEERING	-419 m/(s^2)
8	-2165 m/(s^2)	1.5017	Natural Language Processing	Anaheim	673	1215	399	0.0815 m	422	Computer Game Design	805 m/(s^2)
7	2953 m/(s^2)	-0.7123	Bioengineering	Santa Clarita, Moreno Valley	316	1304	-853	0.8131 m	818	Computer Engineering	446 m/(s^2)
5	-1432 m/(s^2)	1.3444	Technology and Information Management	sANTA aNA	2195	-352	-72	1.3868 m	334	Computational Media	980 m/(s^2)
4	1494 m/(s^2)	n/a	Bioinformatics	Long Beach	-382	-249	1570	-0.8384 m	774	Computer Game Design	1666 m/(s^2)
6	1087 m/(s^2)	0.1173	Data Science	Sacramento, Riverside	-2175	722	-744	0.2952 m	-419	Bioinformatics	-989 m/(s^2)
7	773 m/(s^2)	1.34	Electrical Engineering	Santa Clarita	-1604	665	177	-0.9361 m	176	Computer Engineering	957 m/(s^2)
1	3748 m/(s^2)	-0.3565	Computer Game Design	Los Angeles	418	1264	-42	-0.0175 m	1344	Natural Language Processing	1763 m/(s^2)
2	515 m/(s^2)	-0.3228	Computer Engineering	San Jose, San Diego	543	213	-599	0.1912 m	165	Robotics Engineering	633 m/(s^2)
6	706 m/(s^2)	0.3069	Computer Science	Riverside	-502	2128	79	1.0262 m	306	Bioinformatics	529 m/(s^2)
3	-2279 m/(s^2)	0.706	Electrical Engineering	Fresno, San Bernardino	-278	622	1373	-1.281 m	-313	Applied Mathematics	574 m/(s^2)
3	2281 m/(s^2)	0.0733	Electrical Engineering	San Bernardino, Fresno	671	127	368	1.2819 m	389	Applied Mathematics	1951 m/(s^2)
3	441 m/(s^2)	0.2626	Electrical Engineering	Bakersfield	742	2616	513	0.5366 m	1019	Applied Mathematics	-273 m/(s^2)
8	-967 m/(s^2)	-0.8825	Natural Language Processing	Anaheim	-192	578	1048	1.1899 m	280	Games and Playable Media	-1399 m/(s^2)
7	166 m/(s^2)	0.069	Computer Engineering	Santa Clarita	-89	120	-107	0.114 m	1758	Electrical Engineering	1610 m/(s^2)
5	1161 m/(s^2)	-0.967	Statistics	santa ana	1435	739	-748	0.1398 m	-757	Data Science	1122 m/(s^2)
0	-784 m/(s^2)	1.3272	Applied Mathematics	Chula Vista	-864	2209	497	0.1836 m	-700	Bioengineering	858 m/(s^2)
5	-74 m/(s^2)	1.2575	Statistics	sANTA aNA	513	1235	-237	0.8794 m	-153	Computational Media	2420 m/(s^2)
3	2641 m/(s^2)	0.3065	electrical engineering	Fresno	998	1419	-630	-0.4049 m	-1303	Computational Media	2279 m/(s^2)
7	1048 m/(s^2)	-0.3369	Bioengineering	Santa Clarita, Moreno Valley	1443	2322	-315	0.973 m	121	Computer Engineering	1454 m/(s^2)
0	-762 m/(s^2)	1.2374	Applied Mathematics	Chula Vista	1495	1046	1279	-0.433 m	1652	Data Science	638 m/(s^2)
3	-223 m/(s^2)	1.1043	N/A	Bakersfield	764	835	1265	1.4077 m	679	Applied Mathematics	-112 m/(s^2)
3	834 m/(s^2)	0.8161	Electrical Engineering	San Bernardino	-8	1733	891	1.1359 m	671	Applied Mathematics	202 m/(s^2)
3	-102 m/(s^2)	-0.2897	Electrical Engineering	Bakersfield, Fresno	503	467	363	0.7752 m	-804	Applied Mathematics	2060 m/(s^2)
4	1685 m/(s^2)	1.1281	Bioinformatics	Long Beach	-842	1792	293	0.2531 m	242	Bioinformatics	2754 m/(s^2)
